StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q28,Q26,Q3,Q4,Q5,Q5_2_TEXT,Q6,Q7,Q8,Q8_9_TEXT,Q9,Q11,Q12,Q25,Q16,Q13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q14,Q17,Q18,Q18_3_TEXT,Q19,Q19_3_TEXT,Q20,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_7_TEXT,Q23,PROLIFIC_PID
2022-06-25 13:29:25,2022-06-25 13:33:16,IP Address,197.184.179.60,100,230,True,2022-06-25 13:33:16,R_1LoqyQ7y2ZLyi9H,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,60df2618cedb346e436a28cf,28,Male,South Africa,,Soweto,Polokwane,Honours Degree,,No,Yes,Yes,,caution,Yes,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Sometimes,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,60df2618cedb346e436a28cf
2022-06-25 13:24:48,2022-06-25 13:33:18,IP Address,105.247.100.104,100,509,True,2022-06-25 13:33:18,R_2ePxv51RS6AdP15,,,,,-27.6485,27.2312,anonymous,EN,Agree,Yes,5e94d68d019f0836d66ed17e,21,Female,South Africa,,Kroonstad,Kroonstad,Matric,,No,Yes,No,"Well nothing has really convinced me to, those who have had the virus are vaccinated. like the chicken pox, so I felt that will be safe from the virus.
",,,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Extremely often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,5e94d68d019f0836d66ed17e
2022-06-25 13:26:46,2022-06-25 13:33:20,IP Address,156.155.163.184,100,393,True,2022-06-25 13:33:21,R_3GCxQx5UEp1fasX,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,60b889967014a024377477fa,23,Female,South Africa,,Johannesburg,Johannesburg,Honours Degree,,No,Yes,Yes,,For the health of myself and those around me. I believe and trust in modern medicine and science.,I am going to take the vaccine booster,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Often,Yes,Yes,,Yes,,I am not sure,,,,,,Scientific research papers,,,,60b889967014a024377477fa
2022-06-25 13:28:15,2022-06-25 13:33:24,IP Address,102.182.147.124,100,308,True,2022-06-25 13:33:24,R_1n3d9lRO2yLqHz4,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,60dc31374fc70253e7a2d9e9,45,Male,South Africa,,Johannesburg,Johannesburg,Diploma,,No,Yes,Yes,,To lower my chances of getting very sick or dying from covid,I am going to take the vaccine booster,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,60dc31374fc70253e7a2d9e9
2022-06-25 13:25:55,2022-06-25 13:33:27,IP Address,41.193.253.88,100,451,True,2022-06-25 13:33:27,R_2uE3AF2h5nHsbjb,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6120d1f39b06aa96de16a8d6,48,Female,South Africa,,Nigel,Nigel,Other,Higher certificate HRM,No,Yes,No,Don't see that it is necessary.  My immune system is in a very good condition.,,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,,,Government,Scientific research papers,Other,Maroela Media,,6120d1f39b06aa96de16a8d6
2022-06-25 13:28:08,2022-06-25 13:33:32,IP Address,41.13.118.207,100,323,True,2022-06-25 13:33:32,R_33ydUgeCeHx8QkQ,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,613506271ba175e369f9cefe,28,Female,South Africa,,Springs,Springs,Bachelor Degree,,No,Yes,Yes,,I wanted to be immune to the disease,I am still deciding,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,613506271ba175e369f9cefe
2022-06-25 13:28:15,2022-06-25 13:33:40,IP Address,102.220.209.30,100,324,True,2022-06-25 13:33:40,R_2xFbpd7zGaRW2Xp,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,615adcfb8ccca2339fe1c819,30,Female,South Africa,,Pretoria,East London,Bachelor Degree,,No,Yes,Yes,,To protect myself against dying from Covid 19,I am going to take the vaccine booster,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Often,Yes,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,NA,615adcfb8ccca2339fe1c819
2022-06-25 13:21:58,2022-06-25 13:33:44,IP Address,41.144.79.242,100,706,True,2022-06-25 13:33:45,R_tXkDj7SMpnCsLst,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,611adf72c8b910f174a5fa84,30,Female,South Africa,,Johannesburg,Johannesburg,Matric,,Yes,Yes,No,I chose not to take the vaccine because many people around the world especially the U.S and South Africa either died or developed serious complications e.g. heart problems and they were healthy the moment they took the vaccine. Many of them were healthy before the vaccine.,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Often,No,No,,No,,More people who have not been vaccinated,,,YouTube,Facebook or other social media,,,,,No comments.,611adf72c8b910f174a5fa84
2022-06-25 13:30:55,2022-06-25 13:33:46,IP Address,105.8.2.153,100,170,True,2022-06-25 13:33:46,R_1hRUpqMyBmNCzrZ,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,60b0cac3c6533bac7605471f,29,Female,South Africa,,Johannesburg,Durban,Diploma,,No,Yes,No,I am against it,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Extremely often,No,No,,No,,More people who have not been vaccinated,,,YouTube,,,,,,,60b0cac3c6533bac7605471f
2022-06-25 13:30:28,2022-06-25 13:34:17,IP Address,197.184.178.210,100,228,True,2022-06-25 13:34:18,R_DSHQ4jxA8ACqn8B,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6102db96d41a4bf54acd678b,29,Male,Other,zimbabwean,PRETORIA,PRETORIA,Bachelor Degree,,No,Yes,Yes,,in 2021,I am going to take the vaccine booster,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Sometimes,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,,,,,Government,,,,,6102db96d41a4bf54acd678b
2022-06-25 13:29:46,2022-06-25 13:34:23,IP Address,41.71.9.28,100,276,True,2022-06-25 13:34:23,R_2WCovnAw5YFKRIl,,,,,-26.2135,28.1858,anonymous,EN,Agree,Yes,6173ff5390b2b8474e4dd643,34,Female,South Africa,,Germiston,Germiston,Bachelor Degree,,Yes,Yes,Yes,,"I choose to take the vaccine because, it was the better option for me than being sick COVID and dying. ",I am still deciding,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Extremely often,Yes,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,Government,,,,,6173ff5390b2b8474e4dd643
2022-06-25 13:30:29,2022-06-25 13:34:23,IP Address,197.185.119.189,100,234,True,2022-06-25 13:34:24,R_3q8rArczd3k14MW,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,614e446e77a6b2d836cb3817,20,Female,South Africa,,Cape Town,Cape Town,Diploma,,No,Yes,Yes,,To protect myself from getting severly sick from Covid-19,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,614e446e77a6b2d836cb3817
2022-06-25 13:28:28,2022-06-25 13:34:24,IP Address,102.134.195.101,100,355,True,2022-06-25 13:34:24,R_2zck0EeZ0NksTTw,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,61504c624873c01379d390c8,22,Female,South Africa,,"Pretoria ","Johannesburg ",Diploma,,No,Yes,No,"I do not trust the vaccine that was only created months after they discovered the virus. There is no enough research ",,,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,61504c624873c01379d390c8
2022-06-25 13:28:08,2022-06-25 13:34:41,IP Address,41.1.76.230,100,392,True,2022-06-25 13:34:41,R_3MaRe1Byyfzy73t,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,60f59f5c264fe8191a97bef2,25,Male,South Africa,,Midrand,Johannesburg,Matric,,No,Yes,No,"I do not believe everything I hear about it so until I feel confident in my understanding of what it is and what the effects are, I will refrain from taking it.
",,,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Often,No,No,,No,,More people who have been vaccinated,,,,,,,Other,Trusted people on social - not social media as a whole.,,60f59f5c264fe8191a97bef2
2022-06-25 13:30:05,2022-06-25 13:34:44,IP Address,155.232.8.38,100,278,True,2022-06-25 13:34:44,R_1g5ulrm3w9hKdlU,,,,,-27.9801,26.729,anonymous,EN,Agree,Yes,60fb5516e04ddad82ee75e7f,22,Male,South Africa,,welkom,east london,Bachelor Degree,,No,Yes,No,I don't trust these vaccines.,,,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,,Government,Scientific research papers,,,,60fb5516e04ddad82ee75e7f
2022-06-25 13:27:59,2022-06-25 13:34:48,IP Address,196.248.77.99,100,409,True,2022-06-25 13:34:48,R_1EX2WoD9HwBVylA,,,,,-26.1306,28.0536,anonymous,EN,Agree,Yes,60fc284f0e2617bf65c1261a,22,Male,South Africa,,Pretoria,Middelburg Mpumalanga,Bachelor Degree,,No,Yes,Yes,,To protect myself from the virus and to protect my old parents,I am still deciding,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,60fc284f0e2617bf65c1261a
2022-06-25 13:31:48,2022-06-25 13:34:50,IP Address,105.184.180.227,100,181,True,2022-06-25 13:34:50,R_3nHMyB5kGpdIjGW,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6131d01bc956974e057e9f72,31,Female,South Africa,,Johannesburg,Johannesburg,Bachelor Degree,,No,Yes,Yes,,for my health,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Sometimes,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,6131d01bc956974e057e9f72
2022-06-25 13:31:18,2022-06-25 13:34:57,IP Address,41.216.204.174,100,219,True,2022-06-25 13:34:57,R_PzApmoWQPqIMy0V,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,616845890a6d246fe5c30ed8,21,Male,South Africa,,Cape Town,Cape Town,Matric,,No,Yes,Yes,,in a community facility near home called KHWEZI,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Often,No,Yes,,Yes,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,616845890a6d246fe5c30ed8
2022-06-25 13:32:54,2022-06-25 13:34:59,IP Address,45.222.74.178,100,124,True,2022-06-25 13:34:59,R_12DTZaumAK4DBAD,,,,,-34.0858,18.8415,anonymous,EN,Agree,Yes,611e58f3b7cfe10fe9eef3df,18,Female,Other,Nigeria,Somerset west,Lagos,Bachelor Degree,,No,Yes,Yes,,Parent's made me,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,611e58f3b7cfe10fe9eef3df
2022-06-25 13:28:18,2022-06-25 13:35:07,IP Address,155.238.5.1,100,409,True,2022-06-25 13:35:08,R_2bK1n9nRvIhrKtL,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,60fe02e403ca7461c800b867,23,Male,South Africa,,Cape Town,King Williams Town,Matric,,No,Yes,No,I was afraid that my body would react to the vaccine,,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,Facebook or other social media,Government,,,,,60fe02e403ca7461c800b867
2022-06-25 13:29:07,2022-06-25 13:35:16,IP Address,41.113.92.147,100,368,True,2022-06-25 13:35:16,R_72nYa9LBBwVGdX3,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6167d65edd2a36674a8a064a,30,Female,South Africa,,Johannesburg,Johannesburg,Matric,,No,Yes,Yes,,To protect my self and my loved ones  from covid 19,I am still deciding,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Often,Yes,Yes,,Yes,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,"No comment ",6167d65edd2a36674a8a064a
2022-06-25 13:28:40,2022-06-25 13:35:17,IP Address,102.222.183.188,100,397,True,2022-06-25 13:35:17,R_1pVRGWmZSc7NP3o,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,5fdbfe0eeac8ab0da1e487ea,25,Female,South Africa,,Pretoria,Pretoria,Masters,,No,Yes,No,Mainly because of the underlying and undisclosed side-effects the vaccine has been rumored to possess.,,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,I am not sure,,,YouTube,,,Scientific research papers,,,,5fdbfe0eeac8ab0da1e487ea
2022-06-25 13:31:23,2022-06-25 13:35:20,IP Address,105.225.142.217,100,237,True,2022-06-25 13:35:21,R_24OhyS2lg7vmIyg,,,,,-28.7332,24.766,anonymous,EN,Agree,Yes,611e5b68b0122ce5ba1fec7c,23,Female,South Africa,,Kimberley,Kimberley,Bachelor Degree,,No,Yes,Yes,,To protect myself. my family and to stop the spread of covid,I am going to take the vaccine booster,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,Yes,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,,Government,Scientific research papers,,,none,611e5b68b0122ce5ba1fec7c
2022-06-25 13:21:33,2022-06-25 13:35:22,IP Address,197.184.180.37,100,829,True,2022-06-25 13:35:22,R_21HcuAnJJ6fzvLm,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,610e89ad9438f32bc960c1cd,25,Female,South Africa,,Roodepoort,Groblersdal,Honours Degree,,No,Yes,No,Fear of having adverse reactions to the vaccination as this was the case with close family members who got vaccinated.,,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Often,No,No,,No,,I am not sure,"News channels, eg. eNCA",Newspapers,,,,,,,,610e89ad9438f32bc960c1cd
2022-06-25 13:32:30,2022-06-25 13:35:24,IP Address,196.223.132.9,100,174,True,2022-06-25 13:35:24,R_2Sv1cKXYVUdv7ZR,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,6011c91e496f2f16d61402e7,21,Male,South Africa,,Cape Town,Cape Town,Matric,,No,Yes,Yes,,To make my parents happy,Yes,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Often,No,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,6011c91e496f2f16d61402e7
2022-06-25 13:32:25,2022-06-25 13:35:28,IP Address,41.115.125.233,100,182,True,2022-06-25 13:35:28,R_3QQpDdO3IY2AiWt,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,6131cf33d4b5c450b104ca9e,20,Female,South Africa,,"Cape Town ","Durban ",Matric,,No,Yes,Yes,,It was a pre-requisite for registration at the university i am enrolled in.,I am still deciding,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,6131cf33d4b5c450b104ca9e
2022-06-25 13:32:29,2022-06-25 13:35:33,IP Address,197.184.180.162,100,184,True,2022-06-25 13:35:33,R_2Sxkt3iUbBQiK9L,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,613366c803cf375cf2ceaec1,25,Female,South Africa,,Johannesburg,"Eastern cape ",Bachelor Degree,,Yes,Yes,Yes,,"I wanted to be safe from infection and infecting people ",Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Extremely often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,,,,,,,613366c803cf375cf2ceaec1
2022-06-25 13:29:35,2022-06-25 13:36:26,IP Address,41.150.242.168,100,410,True,2022-06-25 13:36:26,R_1GImDj2IJgKndt9,,,,,-23.9667,29.7,anonymous,EN,Agree,Yes,614fbd530c7854cde85dbf43,30,Female,South Africa,,Witbank,Witbank,Honours Degree,,No,Yes,No,I was pregnant and thereafter breastfeeding,,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Extremely often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,YouTube,Facebook or other social media,,,,,,614fbd530c7854cde85dbf43
2022-06-25 13:32:48,2022-06-25 13:36:33,IP Address,41.150.211.211,100,224,True,2022-06-25 13:36:33,R_2b33k81fzHBwB9k,,,,,-23.8783,29.4326,anonymous,EN,Agree,Yes,61681f4ae07fb78d64af4e6d,24,Female,South Africa,,"Thohoyandou ","Thohoyandou ",Diploma,,No,Yes,Yes,,Compulsory for work,Yes,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,,,,,Government,,,,,61681f4ae07fb78d64af4e6d
2022-06-25 13:30:50,2022-06-25 13:36:49,IP Address,197.90.52.75,100,358,True,2022-06-25 13:36:49,R_3rUGaCHEBKmJNma,,,,,-26.2637,27.869,anonymous,EN,Agree,Yes,615aff05691d41b8ce734ca0,25,Female,South Africa,,Johannesburg,Cape town,Diploma,,No,Yes,No,I don't feel the need to,,,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,615aff05691d41b8ce734ca0
2022-06-25 13:27:27,2022-06-25 13:36:53,IP Address,105.227.141.150,100,566,True,2022-06-25 13:36:53,R_33jd4XHFVE0CvZa,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,615afebe24facda83f89a6db,22,Male,South Africa,,johannesburg,limpopo,Bachelor Degree,,No,Yes,Yes,,"i believed it would be saver for me thats why I took it ",I am still deciding,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Sometimes,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,Facebook or other social media,,,,,,615afebe24facda83f89a6db
2022-06-25 13:33:53,2022-06-25 13:37:02,IP Address,105.245.4.149,100,189,True,2022-06-25 13:37:02,R_3Evc1w2MhSQ8qnw,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6163e7ee880bf30dff9bb9ae,25,Male,South Africa,,"Johannesburg ",Venda,Bachelor Degree,,No,Yes,No,"Dont have a clinic nearby ",,,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,I am not sure,,,YouTube,Facebook or other social media,Government,,,,,6163e7ee880bf30dff9bb9ae
2022-06-25 13:30:56,2022-06-25 13:37:08,IP Address,109.169.23.164,100,371,True,2022-06-25 13:37:08,R_1IL6O9CLAY9qzx6,,,,,51.4964,-0.1224,anonymous,EN,Agree,Yes,60f56f0103876eae7c0d870f,20,Female,South Africa,,Johannesburg,Johannesburg,Matric,,No,Yes,No,"I have not felt the need to take the vaccine, I however do plan on taking it if circumstances force me to (i.e new employment opportunity).",,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,YouTube,,,,,,N/A,60f56f0103876eae7c0d870f
2022-06-25 13:34:26,2022-06-25 13:37:09,IP Address,41.150.192.36,100,162,True,2022-06-25 13:37:09,R_1jZlVJX37ZhX1R1,,,,,-26.2296,28.1272,anonymous,EN,Agree,Yes,615f319bb341cf2f306d858d,19,Female,South Africa,,Johannesburg,Johannesburg,Matric,,No,Yes,Yes,,To be able to access my school's facilities,I am still deciding,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Extremely often,No,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,,,Scientific research papers,,,,615f319bb341cf2f306d858d
2022-06-25 13:25:50,2022-06-25 13:37:12,IP Address,197.184.178.5,100,682,True,2022-06-25 13:37:13,R_9H6hsvWIWbbeW53,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,61053334bb5ec9d6f2918ba1,25,Male,South Africa,,Germiston,"Nelspruit ",Bachelor Degree,,No,Yes,No,"The vaccine gives you a 50% fighting chance should you encounter the virus, and so does my natural immune system which comes with no side effects. the Vaccine makes no major difference to healthy functioning individuals of which I am. to this day I haven't suffered symptoms of covid other than those common to a common flue ",,,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Extremely often,No,No,,No,,More people who have been vaccinated,,,,,,Scientific research papers,Other,,,61053334bb5ec9d6f2918ba1
2022-06-25 13:34:29,2022-06-25 13:37:27,IP Address,105.226.130.158,100,177,True,2022-06-25 13:37:27,R_2V8vqKN4eU2mAqp,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,6159e8d7327e9932b6cc3333,21,Female,South Africa,,Pretoria,Pretoria,Matric,,Yes,Yes,Yes,,It was the only way I could travel.,No,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Often,No,No,,No,,More people who have not been vaccinated,,,,Facebook or other social media,,,,,,6159e8d7327e9932b6cc3333
2022-06-25 13:33:06,2022-06-25 13:37:30,IP Address,41.193.107.201,100,264,True,2022-06-25 13:37:30,R_2bVOZA2UvKQsXuQ,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,60f46174717ecb2e89e77c7e,23,Female,South Africa,,"Cape Town ","Cape Town ",Bachelor Degree,,No,Yes,Yes,,I wanted to protect myself and in turn protect my family since I come into contact with a lot of people through my job.,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Sometimes,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,,,,,Government,,,,,60f46174717ecb2e89e77c7e
2022-06-25 13:31:14,2022-06-25 13:37:47,IP Address,102.132.192.5,100,393,True,2022-06-25 13:37:47,R_2VJFCksRs2PQKLZ,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,613be7f2bbf6e0831b2dcf31,30,Female,South Africa,,Cape Town,Cape Town,Honours Degree,,No,Yes,Yes,,"i wanted to protect myself and those around me ",Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Extremely often,Yes,No,,Yes,,More people who have been vaccinated,,,YouTube,Facebook or other social media,Government,Scientific research papers,,,,613be7f2bbf6e0831b2dcf31
2022-06-25 13:32:49,2022-06-25 13:37:49,IP Address,105.245.8.138,100,299,True,2022-06-25 13:37:49,R_1rvl9jcXxw7L3Md,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,612a3db8337d599dd9b183d6,22,Female,South Africa,,Johannesburg,Berea,Bachelor Degree,,No,Yes,Yes,,I took the vaccine because I needed to do good for the people by protecting them and also my family members had taken the vaccine so that also influenced my decision.,I am still deciding,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,I am not sure,"News channels, eg. eNCA",,,,,,,,,612a3db8337d599dd9b183d6
2022-06-25 13:31:27,2022-06-25 13:37:50,IP Address,197.185.108.66,100,383,True,2022-06-25 13:37:50,R_2duWTJYGBj0bIhr,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6128b6f850d39bf85a29211e,26,Male,South Africa,,Ermelo,Ermelo,Honours Degree,,No,I don't remember,Yes,,To protect my family from harms way.,I am still deciding,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither too much nor too little,No,No,,No,,More people who have not been vaccinated,,,,,,Scientific research papers,,,,6128b6f850d39bf85a29211e
2022-06-25 13:33:54,2022-06-25 13:37:55,IP Address,41.144.82.154,100,240,True,2022-06-25 13:37:55,R_2dmYlmiwXNYVm3h,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,616e887dfed9de3b3bc7b088,24,Male,South Africa,,Johannesburg,Johannesburg,Masters,,No,Yes,Yes,,It was a must to vaccine where i work,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,Scientific research papers,,,,616e887dfed9de3b3bc7b088
